season,date,home_team,away_team,side,prob,odds,ev,kelly,stake,won,profit,bankroll
2023-24,2023-08-12,Sheffield United,Crystal Palace,away,0.4633,2.38,0.1026,0.0186,18.6,True,25.67,1025.67
2023-24,2023-08-12,Newcastle,Aston Villa,home,0.5916,1.75,0.0353,0.0118,12.1,True,9.08,1034.75
2023-24,2023-08-13,Chelsea,Liverpool,home,0.39,2.9,0.131,0.0172,17.8,False,-17.8,1016.95
2023-24,2023-08-13,Brentford,Tottenham,home,0.4239,2.75,0.1658,0.0237,24.1,False,-24.1,992.85
2023-24,2023-08-18,Nott'm Forest,Sheffield United,home,0.6005,1.95,0.1711,0.045,44.68,True,42.44,1035.29
2023-24,2023-08-19,Tottenham,Man United,home,0.5356,2.8,0.4996,0.0625,64.71,True,116.47,1151.76
2023-24,2023-08-19,Fulham,Brentford,home,0.4317,2.7,0.1656,0.0244,28.1,False,-28.1,1123.66
2023-24,2023-08-20,Aston Villa,Everton,home,0.6136,1.7,0.0431,0.0154,17.3,True,12.11,1135.77
2023-24,2023-08-20,West Ham,Chelsea,home,0.4563,3.75,0.711,0.0625,70.99,True,195.21,1330.98
2023-24,2023-08-26,Brentford,Crystal Palace,away,0.3866,3.5,0.3529,0.0353,46.98,False,-46.98,1284.0
2023-24,2023-08-26,Everton,Wolves,home,0.6356,2.3,0.4619,0.0625,80.25,False,-80.25,1203.75
2023-24,2023-08-26,FC Koln,Wolfsburg,home,0.6472,2.3,0.4885,0.0625,75.23,False,-75.23,1128.52
2023-24,2023-08-26,M'gladbach,Leverkusen,home,0.384,3.8,0.4592,0.041,46.27,False,-46.27,1082.25
2023-24,2023-08-26,Heidenheim,Hoffenheim,home,0.6404,3.0,0.9213,0.0625,67.64,False,-67.64,1014.61
2023-24,2023-08-27,Newcastle,Liverpool,home,0.6408,2.2,0.4097,0.0625,63.41,False,-63.41,951.2
2023-24,2023-08-27,Mainz,Ein Frankfurt,away,0.4366,2.88,0.2574,0.0342,32.53,False,-32.53,918.67
2023-24,2023-09-02,Brentford,Bournemouth,home,0.6102,1.73,0.0557,0.0191,17.55,False,-17.55,901.12
2023-24,2023-09-02,Sheffield United,Everton,away,0.4347,2.5,0.0866,0.0144,12.98,False,-12.98,888.14
2023-24,2023-09-02,Werder Bremen,Mainz,home,0.5245,2.63,0.3795,0.0582,51.69,True,84.25,972.39
2023-24,2023-09-02,Stuttgart,Freiburg,away,0.465,3.2,0.488,0.0554,53.87,False,-53.87,918.52
2023-24,2023-09-02,Hoffenheim,Wolfsburg,away,0.5247,2.63,0.3799,0.0583,53.55,False,-53.55,864.97
2023-24,2023-09-02,Brighton,Newcastle,home,0.5991,2.5,0.4978,0.0625,54.06,True,81.09,946.06
2023-24,2023-09-03,Union Berlin,RB Leipzig,home,0.5264,3.4,0.7897,0.0625,59.13,False,-59.13,886.93
2023-24,2023-09-03,Ein Frankfurt,FC Koln,home,0.6252,2.1,0.3129,0.0625,55.43,False,-55.43,831.5
2023-24,2023-09-03,Crystal Palace,Wolves,home,0.6655,1.91,0.271,0.0625,51.97,True,47.29,878.79
2023-24,2023-09-03,Liverpool,Aston Villa,home,0.6502,1.65,0.0728,0.028,24.61,True,15.99,894.78
2023-24,2023-09-15,Bayern Munich,Leverkusen,home,0.654,1.65,0.0791,0.0304,27.2,False,-27.2,867.58
2023-24,2023-09-16,Wolfsburg,Union Berlin,home,0.5795,2.25,0.3038,0.0608,52.75,True,65.94,933.52
2023-24,2023-09-16,Freiburg,Dortmund,home,0.3916,3.1,0.2139,0.0255,23.8,False,-23.8,909.72
2023-24,2023-09-16,FC Koln,Hoffenheim,home,0.4838,2.25,0.0885,0.0177,16.1,False,-16.1,893.62
2023-24,2023-09-16,Aston Villa,Crystal Palace,home,0.6257,1.91,0.1951,0.0536,47.9,True,43.59,937.21
2023-24,2023-09-16,Mainz,Stuttgart,away,0.4271,2.7,0.1531,0.0225,21.09,True,35.85,973.06
2023-24,2023-09-17,Heidenheim,Werder Bremen,away,0.4769,2.7,0.2876,0.0423,41.16,False,-41.16,931.9
2023-24,2023-09-17,Darmstadt,M'gladbach,away,0.5008,2.38,0.192,0.0348,32.43,False,-32.43,899.47
2023-24,2023-09-18,Nott'm Forest,Burnley,home,0.5079,2.2,0.1174,0.0245,22.04,False,-22.04,877.43
2023-24,2023-09-23,Augsburg,Mainz,away,0.4918,2.63,0.2933,0.045,39.48,False,-39.48,837.95
2023-24,2023-09-23,Crystal Palace,Fulham,home,0.6672,1.91,0.2744,0.0625,52.37,False,-52.37,785.58
2023-24,2023-09-23,Luton,Wolves,home,0.5036,3.25,0.6366,0.0625,49.1,False,-49.1,736.48
2023-24,2023-09-23,Brentford,Everton,home,0.6407,1.8,0.1532,0.0479,35.28,False,-35.28,701.2
2023-24,2023-09-23,Dortmund,Wolfsburg,home,0.673,1.65,0.1104,0.0425,29.8,True,19.37,720.57
2023-24,2023-09-23,Union Berlin,Hoffenheim,home,0.5466,2.05,0.1205,0.0287,20.68,False,-20.68,699.89
2023-24,2023-09-23,Werder Bremen,FC Koln,home,0.5153,2.5,0.2882,0.048,33.59,True,50.39,750.28
2023-24,2023-09-24,Ein Frankfurt,Freiburg,home,0.5404,2.05,0.1079,0.0257,19.28,False,-19.28,731.0
2023-24,2023-09-30,Tottenham,Liverpool,home,0.4205,2.9,0.2194,0.0289,21.13,True,40.14,771.14
2023-24,2023-09-30,FC Koln,Stuttgart,away,0.465,2.38,0.1068,0.0193,14.88,True,20.54,791.68
2023-24,2023-09-30,Heidenheim,Union Berlin,away,0.4812,2.25,0.0828,0.0166,13.14,False,-13.14,778.54
2023-24,2023-09-30,Bochum,M'gladbach,home,0.5172,2.3,0.1895,0.0364,28.34,False,-28.34,750.2
2023-24,2023-10-01,Nott'm Forest,Brentford,home,0.4298,2.75,0.1821,0.026,19.51,False,-19.51,730.69
2023-24,2023-10-02,Fulham,Chelsea,home,0.406,3.6,0.4614,0.0444,32.44,False,-32.44,698.25
2023-24,2023-10-03,Luton,Burnley,home,0.5136,2.9,0.4894,0.0625,43.64,False,-43.64,654.61
2023-24,2023-10-06,M'gladbach,Mainz,away,0.3816,3.4,0.2976,0.031,20.29,False,-20.29,634.32
2023-24,2023-10-07,Werder Bremen,Hoffenheim,away,0.4366,2.4,0.0478,0.0085,5.39,True,7.55,641.87
2023-24,2023-10-07,Crystal Palace,Nott'm Forest,home,0.5231,2.2,0.1509,0.0314,20.15,False,-20.15,621.72
2023-24,2023-10-07,Fulham,Sheffield United,home,0.6726,1.62,0.0897,0.0362,22.51,True,13.95,635.67
2023-24,2023-10-08,Brighton,Liverpool,home,0.6514,3.0,0.9543,0.0625,39.73,False,-39.73,595.94
2023-24,2023-10-08,Arsenal,Man City,away,0.442,2.4,0.0609,0.0109,6.5,False,-6.5,589.44
2023-24,2023-10-21,Freiburg,Bochum,home,0.6278,1.7,0.0672,0.024,14.15,True,9.9,599.34
2023-24,2023-10-21,Union Berlin,Stuttgart,home,0.4371,2.5,0.0929,0.0155,9.29,False,-9.29,590.05
2023-24,2023-10-21,Chelsea,Arsenal,away,0.4911,2.25,0.1049,0.021,12.39,False,-12.39,577.66
2023-24,2023-10-21,Brentford,Burnley,home,0.6348,1.83,0.1617,0.0487,28.13,True,23.35,601.01
2023-24,2023-10-21,Bournemouth,Wolves,away,0.3946,3.0,0.1838,0.023,13.82,True,27.65,628.66
2023-24,2023-10-21,Hoffenheim,Ein Frankfurt,away,0.5131,3.4,0.7446,0.0625,39.29,True,94.3,722.96
2023-24,2023-10-22,Heidenheim,Augsburg,home,0.5359,2.45,0.3129,0.0539,38.97,False,-38.97,683.99
2023-24,2023-10-22,FC Koln,M'gladbach,home,0.5013,2.4,0.203,0.0363,24.83,True,34.76,718.75
2023-24,2023-10-22,Aston Villa,West Ham,home,0.6439,1.85,0.1911,0.0562,40.39,True,34.33,753.08
2023-24,2023-10-27,Bochum,Mainz,home,0.3957,2.7,0.0684,0.0101,7.61,False,-7.61,745.47
2023-24,2023-10-28,Bournemouth,Burnley,home,0.5127,2.15,0.1024,0.0223,16.62,True,19.12,764.59
2023-24,2023-10-28,Werder Bremen,Union Berlin,away,0.4345,2.6,0.1297,0.0203,15.52,False,-15.52,749.07
2023-24,2023-10-28,Stuttgart,Hoffenheim,home,0.5819,1.85,0.0765,0.0225,16.85,False,-16.85,732.22
2023-24,2023-10-29,West Ham,Everton,home,0.533,2.15,0.146,0.0317,23.21,False,-23.21,709.01
2023-24,2023-11-04,Union Berlin,Ein Frankfurt,away,0.3915,2.9,0.1352,0.0178,12.62,True,23.98,732.99
2023-24,2023-11-04,Newcastle,Arsenal,away,0.4269,2.6,0.11,0.0172,12.61,False,-12.61,720.38
2023-24,2023-11-04,FC Koln,Augsburg,home,0.6215,2.3,0.4293,0.0625,45.02,False,-45.02,675.36
2023-24,2023-11-04,Freiburg,M'gladbach,home,0.6184,2.1,0.2987,0.0625,42.21,False,-42.21,633.15
2023-24,2023-11-04,Brentford,West Ham,home,0.6274,2.05,0.2862,0.0625,39.57,True,41.55,674.7
2023-24,2023-11-04,Everton,Brighton,home,0.5304,3.1,0.6443,0.0625,42.17,False,-42.17,632.53
2023-24,2023-11-04,Burnley,Crystal Palace,away,0.4177,2.6,0.0861,0.0135,8.54,True,13.66,646.19
2023-24,2023-11-04,Fulham,Man United,home,0.5119,3.2,0.6381,0.0625,40.39,False,-40.39,605.8
2023-24,2023-11-05,Wolfsburg,Werder Bremen,home,0.6619,1.7,0.1253,0.0447,27.08,False,-27.08,578.72
2023-24,2023-11-06,Tottenham,Chelsea,home,0.6276,2.0,0.2551,0.0625,36.17,False,-36.17,542.55
2023-24,2023-11-10,M'gladbach,Wolfsburg,away,0.4994,2.7,0.3485,0.0512,27.78,False,-27.78,514.77
2023-24,2023-11-11,Stuttgart,Dortmund,home,0.657,2.55,0.6752,0.0625,32.17,True,49.87,564.64
2023-24,2023-11-11,Bochum,FC Koln,home,0.5488,2.45,0.3446,0.0594,33.54,False,-33.54,531.1
2023-24,2023-11-11,Crystal Palace,Everton,home,0.4244,2.45,0.0398,0.0069,3.66,False,-3.66,527.44
2023-24,2023-11-11,Augsburg,Hoffenheim,away,0.4174,2.55,0.0642,0.0104,5.49,False,-5.49,521.95
2023-24,2023-11-11,Darmstadt,Mainz,home,0.4097,3.1,0.27,0.0321,16.75,False,-16.75,505.2
2023-24,2023-11-11,Wolves,Tottenham,home,0.5067,3.1,0.5709,0.0625,31.58,True,66.31,571.51
2023-24,2023-11-25,Nott'm Forest,Brighton,home,0.4631,3.2,0.4818,0.0547,31.26,False,-31.26,540.25
2023-24,2023-11-25,Burnley,West Ham,home,0.4598,3.4,0.5633,0.0587,31.71,False,-31.71,508.54
2023-24,2023-11-25,Man City,Liverpool,away,0.3801,4.2,0.5964,0.0466,23.7,False,-23.7,484.84
2023-24,2023-11-25,Newcastle,Chelsea,home,0.6566,2.55,0.6743,0.0625,30.3,True,46.97,531.81
2023-24,2023-11-25,Luton,Crystal Palace,away,0.5119,2.1,0.0749,0.017,9.04,False,-9.04,522.77
2023-24,2023-11-26,Everton,Man United,away,0.4043,2.55,0.0309,0.005,2.61,True,4.05,526.82
2023-24,2023-11-26,Tottenham,Aston Villa,home,0.6403,2.3,0.4727,0.0625,32.93,False,-32.93,493.89
2023-24,2023-11-27,Fulham,Wolves,home,0.4552,2.38,0.0834,0.0151,7.46,True,10.29,504.18
2023-24,2023-12-02,Nott'm Forest,Everton,home,0.55,2.75,0.5125,0.0625,31.51,False,-31.51,472.67
2023-24,2023-12-02,M'gladbach,Hoffenheim,away,0.4738,2.88,0.3644,0.0485,22.92,False,-22.92,449.75
2023-24,2023-12-02,Newcastle,Man United,home,0.5707,1.91,0.0901,0.0248,11.15,True,10.15,459.9
2023-24,2023-12-02,Burnley,Sheffield United,home,0.6592,1.8,0.1866,0.0583,26.81,True,21.45,481.35
2023-24,2023-12-02,Bochum,Wolfsburg,home,0.5384,2.63,0.416,0.0625,30.08,True,49.04,530.39
2023-24,2023-12-03,Mainz,Freiburg,home,0.5175,2.3,0.1903,0.0366,19.41,False,-19.41,510.98
2023-24,2023-12-03,Augsburg,Ein Frankfurt,away,0.4977,2.55,0.2691,0.0434,22.18,False,-22.18,488.8
2023-24,2023-12-03,Bournemouth,Aston Villa,home,0.5271,3.4,0.7923,0.0625,30.55,False,-30.55,458.25
2023-24,2023-12-06,Man United,Chelsea,home,0.5692,2.88,0.6392,0.0625,28.64,True,53.84,512.09
2023-24,2023-12-06,Brighton,Brentford,home,0.6559,1.91,0.2527,0.0625,32.01,True,29.13,541.22
2023-24,2023-12-07,Tottenham,West Ham,home,0.5986,1.75,0.0476,0.0159,8.61,False,-8.61,532.61
2023-24,2023-12-09,Aston Villa,Arsenal,home,0.5896,3.3,0.9455,0.0625,33.29,True,76.56,609.17
2023-24,2023-12-09,Dortmund,RB Leipzig,away,0.4372,2.55,0.115,0.0185,11.27,True,17.47,626.64
2023-24,2023-12-09,Werder Bremen,Augsburg,home,0.5713,2.38,0.3597,0.0625,39.16,True,54.05,680.69
2023-24,2023-12-09,Union Berlin,M'gladbach,away,0.3902,3.4,0.3267,0.034,23.14,False,-23.14,657.55
2023-24,2023-12-10,Tottenham,Newcastle,home,0.6169,2.15,0.3262,0.0625,41.1,True,47.26,704.81
2023-24,2023-12-10,Fulham,West Ham,home,0.554,2.38,0.3185,0.0577,40.67,True,56.12,760.93
2023-24,2023-12-10,Everton,Chelsea,home,0.4464,3.1,0.384,0.0457,34.77,True,73.03,833.96
2023-24,2023-12-10,Stuttgart,Leverkusen,away,0.4993,2.3,0.1483,0.0285,23.77,False,-23.77,810.19
2023-24,2023-12-10,FC Koln,Mainz,away,0.4097,3.0,0.2292,0.0286,23.17,False,-23.17,787.02
2023-24,2023-12-16,Newcastle,Fulham,home,0.6421,1.8,0.1557,0.0487,38.33,True,30.66,817.68
2023-24,2023-12-16,Mainz,Heidenheim,home,0.6342,1.67,0.0592,0.0221,18.07,False,-18.07,799.61
2023-24,2023-12-16,Burnley,Everton,home,0.4018,3.6,0.4465,0.0429,34.3,False,-34.3,765.31
2023-24,2023-12-17,Brentford,Aston Villa,home,0.5786,3.2,0.8514,0.0625,47.83,False,-47.83,717.48
2023-24,2023-12-20,Union Berlin,FC Koln,away,0.3988,3.8,0.5156,0.046,33.0,False,-33.0,684.48
2023-24,2023-12-20,Heidenheim,Freiburg,away,0.5035,2.38,0.1984,0.0359,24.57,False,-24.57,659.91
2023-24,2023-12-21,Crystal Palace,Brighton,home,0.4341,3.3,0.4325,0.047,31.02,False,-31.02,628.89
2023-24,2023-12-23,Tottenham,Everton,home,0.6424,1.75,0.1242,0.0414,26.04,True,19.53,648.42
2023-24,2023-12-23,West Ham,Man United,away,0.4317,2.6,0.1223,0.0191,12.38,False,-12.38,636.04
2023-24,2023-12-23,Nott'm Forest,Bournemouth,away,0.4821,2.55,0.2294,0.037,23.53,True,36.48,672.52
2023-24,2023-12-26,Man United,Aston Villa,home,0.419,2.6,0.0895,0.014,9.42,True,15.06,687.58
2023-24,2023-12-26,Sheffield United,Luton,home,0.6228,2.3,0.4324,0.0625,42.97,False,-42.97,644.61
2023-24,2023-12-27,Brentford,Wolves,home,0.5866,1.95,0.1438,0.0378,24.37,False,-24.37,620.24
2023-24,2023-12-28,Brighton,Tottenham,home,0.4259,2.5,0.0647,0.0108,6.7,True,10.05,630.29
2023-24,2023-12-30,Wolves,Everton,home,0.5422,2.63,0.426,0.0625,39.39,True,64.21,694.5
2023-24,2023-12-31,Tottenham,Bournemouth,home,0.6214,1.75,0.0875,0.0292,20.28,True,15.21,709.71
2023-24,2024-01-02,West Ham,Brighton,home,0.5541,2.45,0.3576,0.0617,43.79,False,-43.79,665.92
2023-24,2024-01-13,FC Koln,Heidenheim,home,0.5674,2.05,0.1631,0.0388,25.84,False,-25.84,640.08
2023-24,2024-01-13,Freiburg,Union Berlin,home,0.6266,2.05,0.2845,0.0625,40.01,False,-40.01,600.08
2023-24,2024-01-13,Mainz,Wolfsburg,away,0.4541,3.25,0.4758,0.0529,31.74,False,-31.74,568.34
2023-24,2024-01-14,Man United,Tottenham,home,0.5462,2.2,0.2016,0.042,23.87,False,-23.87,544.47
2023-24,2024-01-14,Everton,Aston Villa,home,0.5576,2.8,0.5614,0.0625,34.03,False,-34.03,510.44
2023-24,2024-01-20,Heidenheim,Wolfsburg,home,0.4302,2.7,0.1616,0.0238,12.15,False,-12.15,498.29
2023-24,2024-01-20,Freiburg,Hoffenheim,home,0.6659,2.0,0.3319,0.0625,31.14,True,31.14,529.43
2023-24,2024-01-20,RB Leipzig,Leverkusen,away,0.4589,2.7,0.2391,0.0352,18.64,True,31.68,561.11
2023-24,2024-01-20,Brentford,Nott'm Forest,home,0.5655,1.91,0.08,0.022,12.34,True,11.23,572.34
2023-24,2024-01-21,Sheffield United,West Ham,home,0.5511,3.4,0.8737,0.0625,35.77,False,-35.77,536.57
2023-24,2024-01-22,Brighton,Wolves,home,0.6484,1.65,0.0699,0.0269,14.43,False,-14.43,522.14
2023-24,2024-01-26,Ein Frankfurt,Mainz,home,0.5635,2.15,0.2116,0.046,24.02,True,27.62,549.76
2023-24,2024-01-27,Stuttgart,RB Leipzig,home,0.4128,2.63,0.0857,0.0131,7.2,True,11.74,561.5
2023-24,2024-01-27,Werder Bremen,Freiburg,away,0.4202,2.88,0.2101,0.0279,15.67,False,-15.67,545.83
2023-24,2024-01-30,Fulham,Everton,home,0.4616,2.45,0.1308,0.0226,12.34,False,-12.34,533.49
2023-24,2024-01-30,Aston Villa,Newcastle,home,0.6262,1.85,0.1585,0.0466,24.86,False,-24.86,508.63
2023-24,2024-02-01,Wolves,Man United,home,0.5519,2.63,0.4515,0.0625,31.79,False,-31.79,476.84
2023-24,2024-02-01,West Ham,Bournemouth,home,0.6017,2.4,0.444,0.0625,29.8,False,-29.8,447.04
2023-24,2024-02-03,Brighton,Crystal Palace,home,0.6503,1.7,0.1055,0.0377,16.85,True,11.8,458.84
